id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR6r0005,大阿羅漢難提蜜多羅所說法住記,Dà āluóhàn Nántímìduóluó suǒshuō fǎzhù jì,"Record of the Abiding of the Dharma, as Spoken by the Great Arhat Nandimitra",654,654,
KR6r0006,十六大羅漢因果識見頌,Shíliù dà luóhàn yīnguǒ shíjiàn sòng,Verses on the Causes-and-Effects and Discerning Vision of the Sixteen Great Arhats,700,900,
KR6r0007,異部宗輪論,Yìbù zōnglún lùn,Treatise on the Wheel of the Tenets of the Diverse Schools (Samayabhedoparacanacakra),662,662,
KR6r0008,異部宗輪論疏述記,Yìbù zōnglún lùn shù shù jì,Recorded Notes on the Commentary to the Treatise on the Wheel of the Tenets of the Diverse Schools,660,682,
KR6r0009,十八部論,Shíbā bù lùn,Treatise on the Eighteen Schools,557,569,
KR6r0010,部執異論,Bù zhí yì lùn,Treatise on the Different Theses Held by the [Buddhist] Schools,557,569,
KR6r0011,歷代三寶紀,Lìdài sānbǎo jì,Record of the Three Jewels Through the Successive Dynasties,597,597,
KR6r0012,佛祖統紀,Fózǔ tǒngjì,Comprehensive Record of the Buddhas and Patriarchs,1258,1269,
KR6r0013,佛祖歷代通載,Fózǔ lìdài tōngzài,Comprehensive Record of the Buddhas and Patriarchs Through the Successive Dynasties,1333,1341,
KR6r0014,釋氏稽古略,Shìshì jīgǔ lüè,Brief Examination of the Antiquities of the Śākyans,1351,1354,
KR6r0015,釋鑑稽古略續集,Shìjiàn jīgǔ lüè xùjí,Continuation to the Mirror of the Śākyans' Brief Examination of Antiquity,1576,1576,
KR6r0016,三國遺事,Sān guó yí shì,,1281,1283,
KR6r0017,隆興編年通論,Lóngxīng biānnián tōnglùn,Comprehensive Annalistic Treatise of the Lóngxīng Era,1163,1164,
KR6r0018,釋門正統,Shìmén zhèngtǒng,Orthodox Lineage of the Gate of the Śākyans,1237,1237,
KR6r0019,續佛祖統紀,Xù Fózǔ tǒngjì,Continuation to the Comprehensive Record of the Buddhas and Patriarchs,1270,1340,
KR6r0020,釋氏通鑑,Shìshì tōngjiàn,Comprehensive Mirror of the Śākyans,1270,1270,
KR6r0021,歷朝釋氏資鑑,Lìcháo shìshì zījiàn,Mirror for Reference of the Śākyans Through the Successive Dynasties,1336,1336,
KR6r0022,(古今圖書集成)釋教部彙考,(Gǔjīn túshū jíchéng) Shìjiàobù huìkǎo,Comprehensive Examination of the Buddhist Section [from the Compendium of Books Ancient and Modern],1700,1725,
KR6r0023,西藏剌麻溯源,Xīzàng Lǎmá sùyuán,Tracing the Origins of the Tibetan Lamas,1700,1850,
KR6r0024,東國僧尼錄,Dōngguó sēngní lù,Record of the Monks and Nuns of the Eastern Country [Korea],1500,1900,
KR6r0025,釋迦譜,Shìjiā pǔ,Genealogical Record of Śākyamuni,502,518,
KR6r0026,釋迦氏譜,Shìjiā shì pǔ,Genealogy of the Śākya Clan,665,665,
KR6r0027,釋迦如來成道記,Shìjiā Rúlái chéngdào jì,Record of the Tathāgata Śākyamuni's Attainment of the Way,660,676,
KR6r0028,釋迦如來成道記註,Shìjiā Rúlái chéngdào jì zhù,Annotations to the Record of the Tathāgata Śākyamuni's Attainment of the Way,1019,1019,
KR6r0029,釋迦如來行蹟頌,Shìjiā Rúlái xíngjì sòng,Verses on the Life-Deeds of the Tathāgata Śākyamuni,1330,1352,
KR6r0030,釋迦如來應化錄,Shìjiā Rúlái yìnghuà lù,Record of the Responsive Manifestations of the Tathāgata Śākyamuni,1486,1486,
KR6r0031,阿育王傳,Āyùwáng zhuàn,Biography of King Aśoka,281,306,
KR6r0032,阿育王經,Āyùwáng jīng,Sūtra of King Aśoka,506,511,
KR6r0033,天尊說阿育王譬喻經,Tiānzūn shuō Āyùwáng pìyù jīng,"Sūtra of Parables on King Aśoka, Spoken by the Heavenly One",350,431,
KR6r0034,阿育王息壞目因緣經,Āyùwáng xī huài mù yīnyuán jīng,Sūtra on the Cause and Conditions of King Aśoka's Son's Eyes Being Destroyed,384,391,
KR6r0035,馬鳴菩薩傳,Mǎmíng púsà zhuàn,Biography of the Bodhisattva Aśvaghoṣa,401,413,
KR6r0036,龍樹菩薩傳,Lóngshù púsà zhuàn,Biography of the Bodhisattva Nāgārjuna,401,413,
KR6r0037,龍樹菩薩傳,Lóngshù púsà zhuàn,Biography of the Bodhisattva Nāgārjuna,401,413,
KR6r0038,提婆菩薩傳,Típó púsà zhuàn,Biography of the Bodhisattva Āryadeva,401,413,
KR6r0039,婆藪槃豆法師傳,Pósǒupándòu fǎshī zhuàn,Biography of the Dharma-Master Vasubandhu,557,569,
KR6r0040,隋天台智者大師別傳,Suí Tiāntái Zhìzhě dàshī biézhuàn,Separate Biography of the Suí-Period Tiāntái Master Zhìzhě [Zhìyǐ],601,605,
KR6r0041,唐護法沙門法琳別傳,Táng hùfǎ shāmén Fǎlín biézhuàn,"Separate Biography of the Dharma-Defender, the Śrāmaṇa Fǎlín, of the Táng",640,650,
KR6r0042,大唐故三藏玄奘法師行狀,Dà Táng gù sānzàng Xuánzàng fǎshī xíngzhuàng,Conduct-Record of the Late Tripiṭaka-Master Xuánzàng of the Great Táng,664,670,
KR6r0043,大唐大慈恩寺三藏法師傳,Dà Táng Dà Cí'ēnsì sānzàng fǎshī zhuàn,Biography of the Tripiṭaka-Master of the Great Cí'ēn Monastery of the Great Táng,664,688,
KR6r0044,唐大薦福寺故寺主翻經大德法藏和尚傳,Táng Dà Jiànfúsì gù sìzhǔ fānjīng dàdé Fǎzàng héshàng zhuàn,Biography of the Late Abbot and Translation-Bureau Eminence Reverend Fǎzàng of Dà Jiànfú Monastery of the Táng,904,904,
KR6r0045,玄宗朝翻經三藏善無畏贈鴻臚卿行狀,Xuánzōng cháo fānjīng sānzàng Shàn Wúwèi zèng hónglúqīng xíngzhuàng,"Conduct-Record of the Tripiṭaka-Master and Translator under Xuánzōng's Reign, Śubhakarasiṃha, Posthumously Granted the Title Hónglú-qīng",735,750,
KR6r0046,大唐故大德贈司空大辨正廣智不空三藏行狀,Dà Táng gù dàdé zèng Sīkōng Dàbiànzhèng Guǎngzhì Bùkōng sānzàng xíngzhuàng,"Conduct-Record of the Late Eminence, Posthumously Granted the Office of Minister of Works, with the Titles ""Greatly Discerning and Correct"" and ""Vast Wisdom"", the Tripiṭaka-Master Bùkōng (Amoghavajra) of the Great Táng",774,780,
KR6r0047,大唐青龍寺三朝供奉大德行狀,Dà Táng Qīnglóngsì sāncháo gòngfèng dàdé xíngzhuàng,Conduct-Record of the Eminence Who Served Three Reigns at Qīnglóng Monastery of the Great Táng,805,815,
KR6r0048,玄奘三藏師資傳叢書,Xuánzàng sānzàng shīzī zhuàn cóngshū,Collected Biographical Sources on the Tripiṭaka-Master Xuánzàng and His Disciples,1900,1916,
KR6r0049,惠果和尚行狀,Huìguǒ héshàng xíngzhuàng,Conduct-Record of the Reverend Huìguǒ,805,900,
KR6r0050,得依釋序文緣起,Dé yī shì xùwén yuánqǐ,Account of the Origins of the Preface to the Authorised Commentary,1700,1850,
KR6r0051,付法藏因緣傳,Fùfǎzàng yīnyuán zhuàn,Account of the Causes and Conditions of the Transmission of the Dharma-Treasury,472,472,
KR6r0052,高僧傳,Gāosēng zhuàn,Lives of Eminent Monks,519,519,
KR6r0053,續高僧傳,Xù gāosēng zhuàn,Continued Lives of Eminent Monks,645,667,
KR6r0054,宋高僧傳,Sòng gāosēng zhuàn,Sòng [-dynasty] Lives of Eminent Monks,982,988,
KR6r0055,大明高僧傳,DàMíng gāosēng zhuàn,Great Míng Lives of Eminent Monks,1617,1617,
KR6r0056,比丘尼傳,Bǐqiūní zhuàn,Lives of [Eminent] Bhikṣuṇīs,516,519,
KR6r0057,神僧傳,Shénsēng zhuàn,Lives of the Thaumaturge Monks,1417,1417,
KR6r0058,海東高僧傳,Hǎedōng gāosēng zhuàn,Lives of Eminent Monks of the Eastern Sea [= Korea],1215,1215,
KR6r0059,大唐西域求法高僧傳,DàTáng Xīyù qiúfǎ gāosēng zhuàn,Lives of Eminent Monks of the Great Táng [Who Travelled to] the Western Regions in Search of the Dharma,691,691,
KR6r0060,大宋僧史略,DàSòng sēngshǐ lüè,Brief History of the Saṃgha [Compiled under] the Great Sòng,999,1001,
KR6r0061,新修科分六學僧傳,Xīnxiū kēfēn liùxué sēng zhuàn,Newly Edited Lives of Eminent Monks Categorised under the Six Disciplines,1366,1366,
KR6r0062,名僧傳抄,Míngsēng zhuàn chāo,Excerpts from the Lives of Famous Monks,510,519,
KR6r0063,補續高僧傳,Bǔxù gāosēng zhuàn,Supplementary Continued Lives of Eminent Monks,1610,1640,
KR6r0064,武林西湖高僧事略,Wǔlín Xīhú gāosēng shìlüè,Brief Sketches of the Lives of Eminent Monks of the West Lake at Wǔlín,1230,1280,
KR6r0065,續武林西湖高僧事略,Xù Wǔlín Xīhú gāosēng shìlüè,Continued Brief Sketches of the Lives of Eminent Monks of the West Lake at Wǔlín,1580,1615,
KR6r0066,弘贊法華傳,Hóngzàn Fǎhuá zhuàn,Lives Promulgating and Praising the Lotus [Sūtra],664,706,
KR6r0067,法華傳記,Fǎhuá zhuànjì,Records of the Biographies of the Lotus,700,750,
KR6r0068,天台九祖傳,Tiāntāi jiǔzǔ zhuàn,Lives of the Nine Patriarchs of the Tiāntāi [School],1208,1208,
KR6r0069,智者大師別傳註,Zhìzhě dàshī biézhuàn zhù,Annotated [Edition of the] Separate Biography of the Great Master Zhì-zhě [= Zhì-yǐ],1010,1080,
KR6r0070,法華靈驗傳,Fǎhuá língyàn zhuàn,Records of Numinous Responses to the Lotus,1400,1500,
KR6r0071,法華經顯應錄,Fǎhuájīng xiǎnyìng lù,Records of Manifest Responses to the Lotus Sūtra,1198,1214,
KR6r0072,法華經持驗記,Fǎhuájīng chíyàn jì,Records of Efficacious Responses [Resulting from] Maintaining the Lotus Sūtra,1659,1670,
KR6r0073,觀音經持驗記,Guānyīnjīng chíyàn jì,Records of Efficacious Responses [Resulting from] Maintaining the Avalokiteśvara Sūtra,1659,1670,
KR6r0074,往生西方淨土瑞應傳,Wǎngshēng xīfāng jìngtǔ ruìyìng zhuàn,Lives [Showing] Auspicious Responses [Confirming Their] Rebirth in the Western Pure Land,805,805,
KR6r0075,淨土往生傳,Jìngtǔ wǎngshēng zhuàn,Lives of Rebirth into the Pure Land,1064,1064,
KR6r0076,往生集,Wǎngshēng jí,Anthology of Rebirth [in the Pure Land],1584,1584,
KR6r0077,東林十八高賢傳,Dōnglín shíbā gāoxián zhuàn,Lives of the Eighteen Worthies of Dōng-lín,1100,1300,
KR6r0078,新修往生傳,Xīnxiū wǎngshēng zhuàn,Newly Edited Lives of Rebirth,1080,1100,
KR6r0079,諸上善人詠,Zhū shàngshànrén yǒng,Verses on the Various Superior Persons,1370,1418,
KR6r0080,淨土聖賢錄,Jìngtǔ shèngxián lù,Records of the Saints and Worthies of the Pure Land,1783,1793,
KR6r0081,淨土聖賢錄續編,Jìngtǔ shèngxián lù xùbiān,Continuation of the Records of the Saints and Worthies of the Pure Land,1830,1860,
KR6r0082,西舫彙征,Xīfǎng huìzhēng,Gathered Voyages of the Western Skiff,1820,1860,
KR6r0083,修西聞見錄,Xiūxī wénjiàn lù,Records of What Has Been Heard and Seen of [Those Who] Cultivate the West [= the Pure Land],1860,1880,
KR6r0084,華嚴經傳記,Huáyánjīng zhuànjì,Records [pertaining] to the Avataṃsaka Sūtra,690,712,
KR6r0085,大方廣佛華嚴經感應傳,Dàfāngguǎng fóhuáyán jīng gǎnyìng zhuàn,Records of Efficacious Responses to the Mahāvaipulya-buddha-avataṃsaka Sūtra,783,783,
KR6r0086,法界宗五祖略記,Fǎjièzōng wǔzǔ lüèjì,Brief Records of the Five Patriarchs of the Dharma-Realm School [= the Huá-yán School],1680,1714,
KR6r0087,華嚴經感應略記,Huáyánjīng gǎnyìng lüèjì,Brief Records of Efficacious Responses to the Avataṃsaka Sūtra,1580,1615,
KR6r0088,華嚴感應緣起傳,Huáyán gǎnyìng yuánqǐ zhuàn,Records of the Origins and Conditions of Efficacious Responses [Connected with] the Avataṃsaka,1640,1670,
KR6r0089,華嚴經持驗記,Huáyánjīng chíyàn jì,Records of Efficacious Responses [Resulting from] Maintaining the Avataṃsaka Sūtra,1659,1670,
KR6r0090,大光明藏,Dà guāngmíng zàng,The Treasury of Great Luminosity,1170,1197,
KR6r0091,雪堂行拾遺錄,Xuětáng Xíng shíyí lù,Gleanings from Xuě-táng Xíng [Dào-xíng],1151,1180,
KR6r0092,羅湖野錄,Luóhú yělù,Wilderness Records of Net Lake,1155,1155,
KR6r0093,雲臥紀譚,Yúnwò jìtán,Talks of the Cloud-Recliner Recorded,1155,1155,
KR6r0094,叢林盛事,Cónglín shèngshì,Flourishing Affairs of the Great Monasteries,1197,1197,
KR6r0095,人天寶鑑,Réntiān bǎojiàn,Precious Mirror of Humans and Gods,1230,1280,
KR6r0096,枯崖漫錄,Kūyá mànlù,Random Records of Kū-yá,1263,1272,
KR6r0097,禪苑蒙求瑤林,Chányuàn méngqiú yáolín,Introductory Inquiries on the Chán Garden — A Forest of Jade,1170,1234,
KR6r0098,禪苑蒙求拾遺,Chányuàn méngqiú shíyí,Gleanings to the Introductory Inquiries on the Chán Garden,1234,1300,
KR6r0099,宗門統要正續集,Zōngmén tǒngyào zhèngxù jí,Combined Original-and-Continuation Collection of the Essentials of the [Chán] School,1093,1335,
KR6r0100,傳法正宗記,Chuánfǎ zhèngzōng jì,Records of the Orthodox Lineage of the Transmission of the Dharma,1061,1064,
KR6r0101,傳法正宗定祖圖,Chuánfǎ zhèngzōng dìngzǔ tú,Diagram Establishing the Patriarchs of the Orthodox Transmission of the Dharma,1061,1064,
KR6r0102,傳法正宗論,Chuánfǎ zhèngzōng lùn,Treatise on the Orthodox Transmission of the Dharma,1061,1064,
KR6r0103,佛祖綱目,Fózǔ gāngmù,Outline and Particulars of the Buddhas and Patriarchs,1603,1634,
KR6r0104,佛祖正傳古今捷錄,Fózǔ zhèngzhuàn gǔjīn jiélù,"A Concise Record of the Orthodox Transmission of the Buddhas and Patriarchs, Past and Present",1666,1666,
KR6r0105,宗統編年,Zōngtǒng biānnián,Annal-Chronicle of the Lineage Tradition,1685,1690,
KR6r0106,南嶽單傳記,Nányuè dānchuán jì,A Record of the Single-Line Transmission of the Nán-yuè (Línjì) Lineage,1647,1672,
KR6r0107,定應大師布袋和尚傳,Dìngyìng dàshī Bùdài héshàng zhuàn,"Biography of the Hempen-Bag Monk, the Great Master Dìng-yìng (i.e., the historical Maitreya-incarnation Bù-dài)",1357,1373,
KR6r0108,曹溪大師別傳,Cáoxī dàshī biézhuàn,"The Separate Biography of the Great Master of Cáo-xī (i.e., Huì-néng)",781,781,
KR6r0109,永明道蹟,Yǒngmíng dàojì,"Traces of the Way of the Yǒng-míng Master (i.e., Yǒng-míng Yán-shòu)",1606,1606,
KR6r0110,禪燈世譜,Chándēng shìpǔ,Generational Genealogy of the Lamp of Chán,1625,1632,
KR6r0111,佛祖宗派世譜,Fózǔ zōngpài shìpǔ,Generational Genealogy of the Buddhas-and-Patriarchs Lineage-Branches,1647,1673,
KR6r0112,緇門世譜,Zīmén shìpǔ,Generational Genealogy of the Black-Robed Sangha,1703,1703,
KR6r0113,法門鋤宄,Fǎmén chúguǐ,Hoeing Out the Brigands from the Dharma Gate,1667,1667,
KR6r0114,朝鮮禪教考,Cháoxiǎn chánjiào kǎo,An Examination of the Chán and Doctrinal Schools in Korea,1850,1900,
KR6r0115,兩部大法相承師資付法記,Liǎngbù dàfǎ xiāngchéng shīzī fùfǎ jì,A Record of the Master-and-Disciple Transmission of the Two Sections of the Great Dharma,834,834,
KR6r0116,冥報記,Míngbào jì,Records of Karmic Retribution from the Underworld,650,655,
KR6r0117,釋門自鏡錄,Shìmén zìjìng lù,A Self-Mirror Record for the Buddhist Order,660,720,
KR6r0118,三寶感應要略錄,Sānbǎo gǎnyīng yàolüè lù,Essential Compendium of Sympathetic-Response Records on the Three Jewels,1040,1063,
KR6r0119,高僧法顯傳,Gāosēng Fǎxiǎn zhuàn,Travel Record of the Eminent Monk Fǎ-xiǎn (also -- A Record of the Buddha-Lands),414,422,
KR6r0120,北魏僧惠生使西域記,BěiWèi sēng Huìshēng shǐ xīyù jì,Travel Record of the Northern-Wèi Monk Huì-shēng's Embassy to the Western Regions,521,547,
KR6r0121,大唐西域記,DàTáng xīyù jì,The Great Tang Records of the Western Regions,646,646,
KR6r0122,釋迦方志,Shìjiā fāngzhì,Geographical Treatise on the Lands of Śākyamuni,650,650,
KR6r0123,遊方記抄,Yóufāng jì chāo,Excerpts from Various Pilgrimage Records,727,794,
KR6r0124,釋迦牟尼如來像法滅盡之記,Shìjiāmóuní rúlái xiàngfǎ mièjìn zhī jì,Record of the Extinction of the Semblance-Dharma of the Tathāgata Śākyamuni,833,865,
KR6r0125,燉煌錄,Dūnhuáng lù,Records of Dūn-huáng,850,950,
KR6r0126,南海寄歸內法傳,Nánhǎi jìguī nèifǎ zhuàn,A Record of Buddhist Monastic Discipline as Sent Home from the South Seas,691,691,
KR6r0127,洛陽伽藍記,Luòyáng qiélán jì,A Record of the Monasteries of Luò-yáng,547,547,
KR6r0128,寺塔記,Sìtǎ jì,Records of Monasteries and Pagodas (in Cháng'ān),843,853,
KR6r0129,梁京寺記,Liángjīng sì jì,Records of the Monasteries of the Liáng Capital (Jiànkāng),547,750,
KR6r0130,廬山記,Lúshān jì,Records of Mount Lú,1071,1075,
KR6r0131,天台山記,Tiāntáishān jì,Records of Mount Tiān-tái,806,820,
KR6r0132,南嶽總勝集,Nányuè zǒngshèng jí,Comprehensive Anthology of the Triumphs of the Southern Marchmount,1163,1180,
KR6r0133,古清涼傳,Gǔ qīngliáng zhuàn,"The Old Records of the Cool Mountain (i.e., Mount Wǔtái)",680,683,
KR6r0134,廣清涼傳,Guǎng qīngliáng zhuàn,"The Expanded Records of the Cool Mountain (i.e., Mount Wǔ-tái)",1056,1063,
KR6r0135,續清涼傳,Xù qīngliáng zhuàn,"The Continued Records of the Cool Mountain (i.e., Mount Wǔ-tái)",1088,1093,
KR6r0136,補陀洛迦山傳,Bǔtuóluòjiāshān zhuàn,"Records of Mount Pótalaka (i.e., Mount Pǔ-tuó)",1361,1361,
KR6r0137,弘明集,Hóngmíng jí,The Hóng-míng Anthology (Anthology Spreading and Illuminating [the Dharma]),502,518,
KR6r0138,廣弘明集,Guǎng hóngmíng jí,The Expanded Hóng-míng Anthology,664,664,
KR6r0139,集古今佛道論衡,Jí gǔjīn fódào lùnhéng,Collected Records of Past and Present Buddhist-Daoist Disputations,661,661,
KR6r0140,續集古今佛道論衡,Xù jí gǔjīn fódào lùnhéng,Continuation of the Collected Records of Past and Present Buddhist-Daoist Disputations,730,730,
KR6r0141,集沙門不應拜俗等事,Jí shāmén bùyīng bàisú děng shì,Compilation of the Matter that Buddhist Monks Should Not Bow to the Lay World,662,700,
KR6r0142,破邪論,Pòxié lùn,Treatise on Destroying Heresy,622,622,
KR6r0143,辯正論,Biànzhèng lùn,Treatise on Disputation and Rectification,626,626,
KR6r0144,十門辯惑論,Shímén biànhuò lùn,Treatise Resolving Confusions through Ten Gates,681,681,
KR6r0145,甄正論,Zhēnzhèng lùn,Treatise on Distinguishing the Genuine,696,705,
KR6r0146,北山錄,Běishān lù,"Records of the Northern Mountain (i.e., the Cān-xuán Records of Bēi-shān)",806,820,
KR6r0147,護法論,Hùfǎ lùn,Treatise in Defence of the Dharma,1101,1121,
KR6r0148,鐔津文集,Tánjīn wénjí,"Collected Literary Works of Tán-jīn (i.e., Qì-sōng)",1056,1072,
KR6r0149,辯偽錄,Biànwěi lù,Records of Disputing the Spurious,1286,1291,
KR6r0150,三教平心論,Sānjiào píngxīn lùn,"Treatise on the Three Teachings, with a Calm Heart",1300,1330,
KR6r0151,折疑論,Zhéyí lùn,Treatise Resolving Doubts,1341,1368,
KR6r0152,集神州三寶感通錄,Jí Shénzhōu sānbǎo gǎntōng lù,"Records of Sympathetic Resonance of the Three Jewels in the Divine Land [of China], Collected",664,664,
KR6r0153,道宣律師感通錄,Dàoxuān lǜshī gǎntōng lù,The Vinaya-master Dào-xuān's Record of Sympathetic Resonance,664,664,
KR6r0154,寺沙門玄奘上表記,Sìshāmén Xuánzàng shàngbiǎo jì,Record of Memorials Submitted to the Throne by the Monastery-monk Xuán-zàng,645,664,
KR6r0155,代宗朝贈司空大辨正廣智三藏和上表制集,Dàizōng cháo zèng Sīkōng Dàbiànzhèng Guǎngzhì sānzàng héshàng biǎozhì jí,"Collection of Memorials and Imperial Edicts of the Tripiṭaka-master ""Greatly-Discerning, Correct, of Vast Wisdom"" (Bù-kōng), Posthumously Granted [the Title] Sī-kōng during the Reign of Emperor Dài-zōng",781,800,
KR6r0156,釋氏蒙求,Shìshì méngqiú,,780,850,
KR6r0157,林間錄,Línjiān lù,Records [Compiled] in the Forest [Hermitage],1098,1107,
KR6r0158,林間錄後集,Línjiān lù hòují,,1107,1128,
KR6r0159,高僧摘要,Gāosēng zhāiyào,Selected Essentials of the Eminent-Monk [Biographies],1654,1654,
KR6r0160,緇門崇行錄,Zīmén chóngxíng lù,Records of Exalted Conduct in the Black-Robed [Monastic] Gate,1585,1615,
KR6r0161,佛法金湯編,Fófǎ jīntāng biān,"The Compilation [titled] ""Metal-City and Boiling-Moat for the Buddha-Dharma""",1391,1391,
KR6r0162,心性罪福因緣集,Xīnxìng zuìfú yīnyuán jí,"Anthology of [Tales of] Mind-Nature, Sin-and-Merit, and Karmic Causation",960,975,
KR6r0163,見聞錄,Jiànwén lù,Records of What I Have Seen and Heard,1620,1655,
KR6r0164,現果隨錄,Xiànguǒ suílù,Casual Records of Karmic Fruition Manifest in This Life,1638,1672,
KR6r0165,兜率龜鏡集,Dōushuài guījìng jí,Anthology [Forming a] Tortoise-Shell-Mirror [Oracle] for the Tuṣita-Heaven [Devotional Tradition],1640,1686,
KR6r0166,觀音慈林集,Guānyīn cílín jí,Anthology of the Compassionate Forest of Avalokiteśvara,1640,1686,
KR6r0167,六道集,Liùdào jí,Anthology of the Six Realms [of Rebirth],1640,1686,
KR6r0168,冥報記輯書,Míngbào jì jíshū,,1900,1930,
KR6r0169,名公法喜志,Mínggōng fǎxǐ zhì,Records of the Famous Gentlemen Who Took Joy in the Dharma,1600,1620,
KR6r0170,伯亭大師傳記總帙,Bótíng dàshī chuánjì zǒngzhì,Total Folio of Biographical Records of the Great Master Bó-tíng,1728,1740,
KR6r0171,重編諸天傳,Chóngbiān zhūtiān zhuàn,Re-Edited Biographies of the Various [Buddhist] Devas,1173,1173,
KR6r0172,佛祖心燈,Fózǔ xīndēng,The Mind-Lamp of the Buddhas and Patriarchs,1600,1900,
KR6r0173,宗教律諸宗演派,Zōngjiàolǜ zhūzōng yǎnpài,"Generational-Character Mnemonic Verses of the Various Lineages of Chán, Doctrinal Schools, and Vinaya",1850,1900,
KR6r0174,金剛般若經集驗記,Jīngāng bōrě jīng jíyàn jì,,718,718,
KR6r0175,金剛經鳩異,Jīngāngjīng jiūyì,,850,863,
KR6r0176,金剛經受持感應錄,Jīngāngjīng shòuchí gǎnyìng lù,,978,1100,
KR6r0177,金剛經感應傳,Jīngāngjīng gǎnyìng zhuàn,,800,1100,
KR6r0178,金剛經新異錄,Jīngāngjīng xīnyì lù,,1640,1660,
KR6r0179,金剛經靈驗傳,Jīngāngjīng língyàn zhuàn,,1688,1688,
KR6r0180,金剛經持驗記,Jīngāngjīng chíyàn jì,,1659,1680,
KR6r0181,金剛經感應分類輯要,Jīngāngjīng gǎnyìng fēnlèi jíyào,"Selected Essentials of [Tales of] Sympathetic Response to the* Diamond Sūtra, *Classified by Type",1761,1761,
KR6r0182,地藏菩薩像靈驗記,Dìzàng púsà xiàng língyàn jì,Records of Numinous Verifications of Images of the Bodhisattva Kṣitigarbha,989,989,
KR6r0183,(古今圖書集成)神異典二氏部彙考,,,1726,1726,
KR6r0184,(古今圖書集成)神異典釋教部紀事,,,1726,1726,
KR6r0185,居士傳,Jūshì zhuàn,Biographies of Lay Buddhists,1770,1775,
KR6r0186,善女人傳,Shànnǚrén zhuàn,Biographies of Good Women [Buddhists],1775,1796,
KR6s,,,,,,
KR6s0001,經律異相,Jīnglǜ yìxiàng,Differing Phenomena Drawn from the Sūtras and the Vinaya,508,516,510; 517
KR6s0002,法苑珠林,Fǎyuàn zhūlín,A Forest of Pearls in the Garden of the Dharma,668,668,
KR6s0003,諸經要集,Zhūjīng yàojí,Collected Essentials of the Various Scriptures,656,660,
KR6s0004,法門名義集,Fǎmén míngyì jí,A Collection of the Names and Senses of the Dharma-Gates,627,645,
KR6s0005,釋氏要覽,Shìshì yàolǎn,Essentials of the Buddhist Order at a Glance,1019,1020,
KR6s0006,大藏一覽,Dàzàng yīlǎn,The Whole Canon at a Glance,1573,1614,
KR6s0007,大明三藏法數,Dà Míng sānzàng fǎshù,"Numerical Categories of the Dharma in the Tripiṭaka, [Compiled in] the Great Míng",1417,1419,
KR6s0008,教乘法數（選錄序文）,Jiàoshèng fǎshù (xuǎnlù xùwén),The Numerical Categories of the Teaching-Vehicle (Selected Prefatory Material Only),1426,1431,
KR6s0009,重訂教乘法數（選錄序文）,Chóngdìng jiàoshèng fǎshù (xuǎnlù xùwén),The Re-Edited Numerical Categories of the Teaching-Vehicle (Selected Prefatory Material Only),1734,1735,
KR6s0010,一切經音義,Yīqiè jīng yīnyì,Phonological and Semantic Glosses on the Whole Buddhist Canon,645,656,
KR6s0011,新譯大方廣佛華嚴經音義,Xīnyì Dàfāngguǎng fó Huáyán jīng yīnyì,Phonological and Semantic Glosses on the New Translation of the Mahāvaipulya-buddhāvataṃsaka-sūtra,700,720,
KR6s0012,新譯大方廣佛華嚴經音義,Xīnyì Dàfāngguǎng fó Huáyán jīng yīnyì,,700,720,
KR6s0013,一切經音義,Yīqiè jīng yīnyì,,783,807,645; 810
KR6s0014,續一切經音義,Xù yīqiè jīng yīnyì,,980,990,
KR6s0015,新集藏經音義隨函錄,Xīnjí zàngjīng yīnyì suíhán lù,,932,940,
KR6s0016,紹興重雕大藏音,Shàoxīng chóngdiāo dàzàng yīn,"Phonological Apparatus to the Canon, [as Attached to] the Shào-xīng-Era Recutting",1070,1093,
KR6s0017,北京五大部直音會韻,Běijīng wǔ dà bù zhíyīn huìyùn,Direct Phonological Glosses and Rime-Concordance to the Five Great Sutras of the Beijing Canon,1522,1543,
KR6s0018,翻梵語,Fān fányǔ,Translating Sanskrit Words,502,557,512; 520
KR6s0019,翻譯名義集,Fānyì míngyì jí,A Collection of Names and Meanings from Translation,1136,1143,
KR6s0020,悉曇字記,Xītán zìjì,Notes on the Siddham Script,780,806,
KR6s0021,梵語千字文,Fànyǔ qiānzìwén,The Sanskrit Thousand-Character Classic,695,713,
KR6s0022,梵語千字文,Fànyǔ qiānzìwén,,695,713,
KR6s0023,唐梵文字,Táng Fàn wénzì,Táng-and-Sanskrit Writing,700,900,
KR6s0024,梵語雜名,Fànyǔ zámíng,Miscellaneous Sanskrit Names,750,850,
KR6s0025,唐梵兩語雙對集,Táng Fàn liǎngyǔ shuāngduì jí,A Paired Collection of Táng-and-Sanskrit Two Languages,750,900,
KR6s0026,大乘經纂要義,Dàshèng jīng zuǎn yàoyì,A Compiled Anthology of Essential Meanings from the Mahāyāna Sutras,600,1000,
KR6s0027,大乘二十二問本,Dàshèng èrshíèr wèn běn,"The Twenty-Two Questions on the Mahāyāna, Original [Text]",600,1000,
KR6s0028,諸經要抄,Zhūjīng yào chāo,Essentials Excerpted from the Various Sutras,600,1000,
